Almut,Shiozawa,Tusi,YangAnemicHSCs,Singh.Tg6,WilsonMolO,MPP2_Pietras,MPP3_Pietras,MPP4_Pietras,Yang_active_HSCs,Yang_Quiescent_HSCs,Yang_HSCs,Yang_MPP1,Yang S Phase,Yang G1S Phase,Yang G2M ,Yang Refined G2M,Yang Quiescent,Nina_dHSCs,Nina_aHSCs,Nina_mpp1
,,,,Senp1,,,,,,,,,,,,,,,,
,,,,Tmem186,,,,,,,,,,,,,,,,
,,,,Gale,,,,,,,,,,,,,,,,
,,,,Chaf1a,,,,,,,,,,,,,,,,
,,,,Ipo5,,,,,,,,,,,,,,,,
,,,,Sipa1l1,,,,,,,,,,,,,,,,
,,,,Iigp1,,,,,,,,,,,,,,,,
,,,,Zfp180,,,,,,,,,,,,,,,,
,,,,Nmt1,,,,,,,,,,,,,,,,
,,,,Pdcd4,,,,,,,,,,,,,,,,
,,,,Psmb7,,,,,,,,,,,,,,,,
,,,,Hyal3,,,,,,,,,,,,,,,,
,,,,H2afz,,,,,,,,,,,,,,,,
,,,,Gm12346,,,,,,,,,,,,,,,,
,,,,Rpain,,,,,,,,,,,,,,,,
,,,,Actr2,,,,,,,,,,,,,,,,
,,,,Zbtb8a,,,,,,,,,,,,,,,,
,,,,Rpn1,,,,,,,,,,,,,,,,
,,,,Capza1,,,,,,,,,,,,,,,,
,,,,Vdac3-ps1,,,,,,,,,,,,,,,,
,,,,Trmt6,,,,,,,,,,,,,,,,
,,,,Opa3,,,,,,,,,,,,,,,,
,,,,Als2,,,,,,,,,,,,,,,,
,,,,Eprs,,,,,,,,,,,,,,,,
,,,,Rap1a,,,,,,,,,,,,,,,,
,,,,Cecr2,,,,,,,,,,,,,,,,
,,,,Atp5b,,,,,,,,,,,,,,,,
,,,,Cd53,,,,,,,,,,,,,,,,
,,,,Gm8545,,,,,,,,,,,,,,,,
,,,,Ddx19a,,,,,,,,,,,,,,,,
,,,,Pmpca,,,,,,,,,,,,,,,,
,,,,Il10ra,,,,,,,,,,,,,,,,
,,,,Slc25a3,,,,,,,,,,,,,,,,
,,,,Polr1b,,,,,,,,,,,,,,,,
,,,,Phf10,,,,,,,,,,,,,,,,
,,,,Ccdc77,,,,,,,,,,,,,,,,
,,,,Tinf2,,,,,,,,,,,,,,,,
,,,,Nop58,,,,,,,,,,,,,,,,
,,,,Fbxo3,,,,,,,,,,,,,,,,
,,,,Lrwd1,,,,,,,,,,,,,,,,
,,,,Trf,,,,,,,,,,,,,,,,
,,,,Rap1b,,,,,,,,,,,,,,,,
,,,,Dusp3,,,,,,,,,,,,,,,,
,,,,Ints2,,,,,,,,,,,,,,,,
,,,,Tmtc3,,,,,,,,,,,,,,,,
,,,,Tasp1,,,,,,,,,,,,,,,,
,,,,4921513D23Rik,,,,,,,,,,,,,,,,
,,,,Prpf38a,,,,,,,,,,,,,,,,
,,,,Fam55c,,,,,,,,,,,,,,,,
,,,,Tmem68,,,,,,,,,,,,,,,,
,,,,Gm11675,,,,,,,,,,,,,,,,
,,,,Cd9-ps,,,,,,,,,,,,,,,,
,,,,Mid1ip1,,,,,,,,,,,,,,,,
,,,,Trnt1,,,,,,,,,,,,,,,,
,,,,Rffl,,,,,,,,,,,,,,,,
,,,,Ubtf,,,,,,,,,,,,,,,,
,,,,Sec13,,,,,,,,,,,,,,,,
,,,,Lin52,,,,,,,,,,,,,,,,
,,,,Uchl5,,,,,,,,,,,,,,,,
,,,,Cdc27,,,,,,,,,,,,,,,,
,,,,Palb2,,,,,,,,,,,,,,,,
,,,,Bop1,,,,,,,,,,,,,,,,
,,,,Pi4k2b,,,,,,,,,,,,,,,,
,,,,Psmd4,,,,,,,,,,,,,,,,
,,,,Tnfaip8l2,,,,,,,,,,,,,,,,
,,,,Gla,,,,,,,,,,,,,,,,
,,,,Sik2,,,,,,,,,,,,,,,,
,,,,Rpf2,,,,,,,,,,,,,,,,
,,,,Med18,,,,,,,,,,,,,,,,
,,,,Atxn3,,,,,,,,,,,,,,,,
,,,,Mapre1,,,,,,,,,,,,,,,,
,,,,Atg9a,,,,,,,,,,,,,,,,
,,,,D930015E06Rik,,,,,,,,,,,,,,,,
,,,,Cdc123,,,,,,,,,,,,,,,,
,,,,Gm9800,,,,,,,,,,,,,,,,
,,,,Snx11,,,,,,,,,,,,,,,,
,,,,Chaf1b,,,,,,,,,,,,,,,,
,,,,Mzt1,,,,,,,,,,,,,,,,
,,,,Mtmr9,,,,,,,,,,,,,,,,
,,,,Kcnn4,,,,,,,,,,,,,,,,
,,,,Copz1,,,,,,,,,,,,,,,,
,,,,Bub3,,,,,,,,,,,,,,,,
,,,,Sssca1,,,,,,,,,,,,,,,,
,,,,Nprl3,,,,,,,,,,,,,,,,
,,,,Ank,,,,,,,,,,,,,,,,
,,,,Cyb5,,,,,,,,,,,,,,,,
,,,,Oat,,,,,,,,,,,,,,,,
,,,,Gins4,,,,,,,,,,,,,,,,
,,,,H2afv,,,,,,,,,,,,,,,,
,,,,Wnk1,,,,,,,,,,,,,,,,
,,,,Bcap29,,,,,,,,,,,,,,,,
,,,,Rad9,,,,,,,,,,,,,,,,
,,,,Pa2g4,,,,,,,,,,,,,,,,
,,,,Ppm1l,,,,,,,,,,,,,,,,
,,,,Gemin8,,,,,,,,,,,,,,,,
,,,,Clk3,,,,,,,,,,,,,,,,
,,,,Rell1,,,,,,,,,,,,,,,,
,,,,Rnaseh2a,,,,,,,,,,,,,,,,
,,,,Osm,,,,,,,,,,,,,,,,
,,,,Cpd,,,,,,,,,,,,,,,,
,,,,Cpsf3l,,,,,,,,,,,,,,,,
,,,,Chek2,,,,,,,,,,,,,,,,
,,,,Vps8,,,,,,,,,,,,,,,,
,,,,Larp1b,,,,,,,,,,,,,,,,
,,,,Nrm,,,,,,,,,,,,,,,,
,,,,Gm9575,,,,,,,,,,,,,,,,
,,,,G6pd2,,,,,,,,,,,,,,,,
,,,,C3,,,,,,,,,,,,,,,,
,,,,Lcmt1,,,,,,,,,,,,,,,,
,,,,Arih2,,,,,,,,,,,,,,,,
,,,,Ap2a2,,,,,,,,,,,,,,,,
,,,,Gstm5,,,,,,,,,,,,,,,,
,,,,Pik3r5,,,,,,,,,,,,,,,,
,,,,Cct8,,,,,,,,,,,,,,,,
,,,,Urb2,,,,,,,,,,,,,,,,
,,,,1110034G24Rik,,,,,,,,,,,,,,,,
,,,,Top1,,,,,,,,,,,,,,,,
,,,,Zfp568,,,,,,,,,,,,,,,,
,,,,Slc25a42,,,,,,,,,,,,,,,,
,,,,Slc25a44,,,,,,,,,,,,,,,,
,,,,H2-Ab1,,,,,,,,,,,,,,,,
,,,,Gm12355,,,,,,,,,,,,,,,,
,,,,Tmem167,,,,,,,,,,,,,,,,
,,,,Pus10,,,,,,,,,,,,,,,,
,,,,Gsn,,,,,,,,,,,,,,,,
,,,,Klra2,,,,,,,,,,,,,,,,
,,,,Rbm15,,,,,,,,,,,,,,,,
,,,,Hsp90aa1,,,,,,,,,,,,,,,,
,,,,Gss,,,,,,,,,,,,,,,,
,,,,Gmps,,,,,,,,,,,,,,,,
,,,,BC052040,,,,,,,,,,,,,,,,
,,,,5930416I19Rik,,,,,,,,,,,,,,,,
,,,,Immt,,,,,,,,,,,,,,,,
,,,,Hist2h2be,,,,,,,,,,,,,,,,
,,,,Anapc5,,,,,,,,,,,,,,,,
,,,,Hspa8,,,,,,,,,,,,,,,,
,,,,Rnf145,,,,,,,,,,,,,,,,
,,,,Acer3,,,,,,,,,,,,,,,,
,,,,Gpbp1,,,,,,,,,,,,,,,,
,,,,Moap1,,,,,,,,,,,,,,,,
,,,,Cd33,,,,,,,,,,,,,,,,
,,,,Mtmr4,,,,,,,,,,,,,,,,
,,,,Minpp1,,,,,,,,,,,,,,,,
,,,,Vamp3,,,,,,,,,,,,,,,,
,,,,Paics,,,,,,,,,,,,,,,,
,,,,Gm14548,,,,,,,,,,,,,,,,
,,,,Cldn15,,,,,,,,,,,,,,,,
,,,,Snrpd1,,,,,,,,,,,,,,,,
,,,,Hmgn2,,,,,,,,,,,,,,,,
,,,,Erh,,,,,,,,,,,,,,,,
,,,,Nup54,,,,,,,,,,,,,,,,
,,,,Ankrd27,,,,,,,,,,,,,,,,
,,,,Tacc1,,,,,,,,,,,,,,,,
,,,,Gm5844,,,,,,,,,,,,,,,,
,,,,Srp19,,,,,,,,,,,,,,,,
,,,,Nmd3,,,,,,,,,,,,,,,,
,,,,Bcat2,,,,,,,,,,,,,,,,
,,,,Ncf4,,,,,,,,,,,,,,,,
,,,,Zranb2,,,,,,,,,,,,,,,,
,,,,Mrto4,,,,,,,,,,,,,,,,
,,,,Thumpd1,,,,,,,,,,,,,,,,
,,,,Hnrnpm,,,,,,,,,,,,,,,,
,,,,Pdhx,,,,,,,,,,,,,,,,
,,,,Ppp4c,,,,,,,,,,,,,,,,
,,,,Solh,,,,,,,,,,,,,,,,
,,,,Nme1,,,,,,,,,,,,,,,,
,,,,Mical3,,,,,,,,,,,,,,,,
,,,,Csde1,,,,,,,,,,,,,,,,
,,,,Tbccd1,,,,,,,,,,,,,,,,
,,,,Shmt1,,,,,,,,,,,,,,,,
,,,,Shoc2,,,,,,,,,,,,,,,,
,,,,Haus5,,,,,,,,,,,,,,,,
,,,,Tox4,,,,,,,,,,,,,,,,
,,,,Hprt,,,,,,,,,,,,,,,,
,,,,Rprd1b,,,,,,,,,,,,,,,,
,,,,2700049A03Rik,,,,,,,,,,,,,,,,
,,,,Atp5f1,,,,,,,,,,,,,,,,
,,,,Lsm4,,,,,,,,,,,,,,,,
,,,,Scarb1,,,,,,,,,,,,,,,,
,,,,Surf4,,,,,,,,,,,,,,,,
,,,,Smyd4,,,,,,,,,,,,,,,,
,,,,Polr2b,,,,,,,,,,,,,,,,
,,,,Trpv2,,,,,,,,,,,,,,,,
,,,,Atf2,,,,,,,,,,,,,,,,
,,,,Sec61a1,,,,,,,,,,,,,,,,
,,,,Psmd8,,,,,,,,,,,,,,,,
,,,,Pip4k2c,,,,,,,,,,,,,,,,
,,,,Ube2k,,,,,,,,,,,,,,,,
,,,,G6pdx,,,,,,,,,,,,,,,,
,,,,Chchd4,,,,,,,,,,,,,,,,
,,,,Cox6a1,,,,,,,,,,,,,,,,
,,,,Mir5105,,,,,,,,,,,,,,,,
,,,,Ssr1,,,,,,,,,,,,,,,,
,,,,Api5,,,,,,,,,,,,,,,,
,,,,Got2,,,,,,,,,,,,,,,,
,,,,Lin54,,,,,,,,,,,,,,,,
,,,,Ppip5k2,,,,,,,,,,,,,,,,
,,,,AC153998.1,,,,,,,,,,,,,,,,
,,,,Brms1l,,,,,,,,,,,,,,,,
,,,,Eif3a,,,,,,,,,,,,,,,,
,,,,Xkr5,,,,,,,,,,,,,,,,
,,,,Ccdc32,,,,,,,,,,,,,,,,
,,,,Hnrnph2,,,,,,,,,,,,,,,,
,,,,Zfp41,,,,,,,,,,,,,,,,
,,,,AI662270,,,,,,,,,,,,,,,,
,,,,Hspd1,,,,,,,,,,,,,,,,
,,,,Cct7,,,,,,,,,,,,,,,,
,,,,Mrpl12,,,,,,,,,,,,,,,,
,,,,Gm5436,,,,,,,,,,,,,,,,
,,,,Mettl16,,,,,,,,,,,,,,,,
,,,,Psmd6,,,,,,,,,,,,,,,,
,,,,Rtn3,,,,,,,,,,,,,,,,
,,,,Nedd1,,,,,,,,,,,,,,,,
,,,,Grpel1,,,,,,,,,,,,,,,,
,,,,Nop2,,,,,,,,,,,,,,,,
,,,,Trim16,,,,,,,,,,,,,,,,
,,,,Lgals3,,,,,,,,,,,,,,,,
,,,,4922501C03Rik,,,,,,,,,,,,,,,,
,,,,Dynlt1f,,,,,,,,,,,,,,,,
,,,,Helb,,,,,,,,,,,,,,,,
,,,,Ms4a4c,,,,,,,,,,,,,,,,
,,,,Aldh3b1,,,,,,,,,,,,,,,,
,,,,Stmn1,,,,,,,,,,,,,,,,
,,,,Nadk,,,,,,,,,,,,,,,,
,,,,Taok3,,,,,,,,,,,,,,,,
,,,,Srm,,,,,,,,,,,,,,,,
,,,,Ap1b1,,,,,,,,,,,,,,,,
,,,,Fam188a,,,,,,,,,,,,,,,,
,,,,Klf13,,,,,,,,,,,,,,,,
,,,,Ltv1,,,,,,,,,,,,,,,,
,,,,Sdcbp,,,,,,,,,,,,,,,,
,,,,Ints7,,,,,,,,,,,,,,,,
,,,,Katna1,,,,,,,,,,,,,,,,
,,,,Ndufb9,,,,,,,,,,,,,,,,
,,,,Tgfbr3,,,,,,,,,,,,,,,,
,,,,Brcc3,,,,,,,,,,,,,,,,
,,,,Dcaf10,,,,,,,,,,,,,,,,
,,,,Fubp1,,,,,,,,,,,,,,,,
,,,,Bzw1,,,,,,,,,,,,,,,,
,,,,Irgm2,,,,,,,,,,,,,,,,
,,,,Ccr1,,,,,,,,,,,,,,,,
,,,,Ddx59,,,,,,,,,,,,,,,,
,,,,Gm3608,,,,,,,,,,,,,,,,
,,,,Gart,,,,,,,,,,,,,,,,
,,,,Cstf1,,,,,,,,,,,,,,,,
,,,,Odf2l,,,,,,,,,,,,,,,,
,,,,Cmpk1,,,,,,,,,,,,,,,,
,,,,Trmt12,,,,,,,,,,,,,,,,
,,,,Ubr7,,,,,,,,,,,,,,,,
,,,,Max,,,,,,,,,,,,,,,,
,,,,Ccl6,,,,,,,,,,,,,,,,
,,,,Lsm12,,,,,,,,,,,,,,,,
,,,,Pinx1,,,,,,,,,,,,,,,,
,,,,Dera,,,,,,,,,,,,,,,,
,,,,Bicd2,,,,,,,,,,,,,,,,
,,,,Eif2b1,,,,,,,,,,,,,,,,
,,,,Mrpl41,,,,,,,,,,,,,,,,
,,,,Srpk1,,,,,,,,,,,,,,,,
,,,,L3mbtl2,,,,,,,,,,,,,,,,
,,,,Ndufab1,,,,,,,,,,,,,,,,
,,,,Usp10,,,,,,,,,,,,,,,,
,,,,A630007B06Rik,,,,,,,,,,,,,,,,
,,,,Ezr,,,,,,,,,,,,,,,,
,,,,Mast2,,,,,,,,,,,,,,,,
,,,,Pdpk1,,,,,,,,,,,,,,,,
,,,,Pola2,,,,,,,,,,,,,,,,
,,,,Nipa2,,,,,,,,,,,,,,,,
,,,,Fam96a,,,,,,,,,,,,,,,,
,,,,Polr1a,,,,,,,,,,,,,,,,
,,,,Mtfp1,,,,,,,,,,,,,,,,
,,,,Prkdc,,,,,,,,,,,,,,,,
,,,,Mrpl16,,,,,,,,,,,,,,,,
,,,,Ptplad1,,,,,,,,,,,,,,,,
,,,,Prnp,,,,,,,,,,,,,,,,
,,,,Pde4d,,,,,,,,,,,,,,,,
,,,,Thada,,,,,,,,,,,,,,,,
,,,,Alox5,,,,,,,,,,,,,,,,
,,,,Thbd,,,,,,,,,,,,,,,,
,,,,Med12,,,,,,,,,,,,,,,,
,,,,Nbr1,,,,,,,,,,,,,,,,
,,,,Psmd12,,,,,,,,,,,,,,,,
,,,,Ap1g1,,,,,,,,,,,,,,,,
,,,,Atr,,,,,,,,,,,,,,,,
,,,,Ltf,,,,,,,,,,,,,,,,
,,,,Gm6180,,,,,,,,,,,,,,,,
,,,,Tor1a,,,,,,,,,,,,,,,,
,,,,Ola1,,,,,,,,,,,,,,,,
,,,,Gm5380,,,,,,,,,,,,,,,,
,,,,Guk1,,,,,,,,,,,,,,,,
,,,,1810055G02Rik,,,,,,,,,,,,,,,,
,,,,Ddx1,,,,,,,,,,,,,,,,
,,,,Cpsf6,,,,,,,,,,,,,,,,
,,,,Cstf2,,,,,,,,,,,,,,,,
,,,,Psma5,,,,,,,,,,,,,,,,
,,,,4930438A08Rik,,,,,,,,,,,,,,,,
,,,,Gm13835,,,,,,,,,,,,,,,,
,,,,Ankrd32,,,,,,,,,,,,,,,,
,,,,Txnl1,,,,,,,,,,,,,,,,
,,,,Nvl,,,,,,,,,,,,,,,,
,,,,B3galnt2,,,,,,,,,,,,,,,,
,,,,9830147E19Rik,,,,,,,,,,,,,,,,
,,,,Tor1aip2,,,,,,,,,,,,,,,,
,,,,Pms1,,,,,,,,,,,,,,,,
,,,,Snap23,,,,,,,,,,,,,,,,
,,,,Slc46a3,,,,,,,,,,,,,,,,
,,,,Btk,,,,,,,,,,,,,,,,
,,,,Taf1,,,,,,,,,,,,,,,,
,,,,Stt3a,,,,,,,,,,,,,,,,
,,,,Pon2,,,,,,,,,,,,,,,,
,,,,Tubgcp3,,,,,,,,,,,,,,,,
,,,,Vdac3,,,,,,,,,,,,,,,,
,,,,Snx3,,,,,,,,,,,,,,,,
,,,,Mlh3,,,,,,,,,,,,,,,,
,,,,Sae1,,,,,,,,,,,,,,,,
,,,,D17Wsu104e,,,,,,,,,,,,,,,,
,,,,Uqcrc1,,,,,,,,,,,,,,,,
,,,,Polr2c,,,,,,,,,,,,,,,,
,,,,Wdr3,,,,,,,,,,,,,,,,
,,,,Rfc3,,,,,,,,,,,,,,,,
,,,,C5ar1,,,,,,,,,,,,,,,,
,,,,Nsun3,,,,,,,,,,,,,,,,
,,,,Ywhag,,,,,,,,,,,,,,,,
,,,,Abcd2,,,,,,,,,,,,,,,,
,,,,Tceb1,,,,,,,,,,,,,,,,
,,,,Med13l,,,,,,,,,,,,,,,,
,,,,Ssrp1,,,,,,,,,,,,,,,,
,,,,Hdac6,,,,,,,,,,,,,,,,
,,,,Zfp949,,,,,,,,,,,,,,,,
,,,,Atxn2l,,,,,,,,,,,,,,,,
,,,,Rassf4,,,,,,,,,,,,,,,,
,,,,Mfsd4,,,,,,,,,,,,,,,,
,,,,Rdbp,,,,,,,,,,,,,,,,
,,,,Hsdl2,,,,,,,,,,,,,,,,
,,,,2610002M06Rik,,,,,,,,,,,,,,,,
,,,,Vps13c,,,,,,,,,,,,,,,,
,,,,Ggta1,,,,,,,,,,,,,,,,
,,,,Hadhb,,,,,,,,,,,,,,,,
,,,,Ptcd3,,,,,,,,,,,,,,,,
,,,,Aup1,,,,,,,,,,,,,,,,
,,,,Gm10384,,,,,,,,,,,,,,,,
,,,,Eif4ebp1,,,,,,,,,,,,,,,,
,,,,Syncrip,,,,,,,,,,,,,,,,
,,,,AC162391.1,,,,,,,,,,,,,,,,
,,,,Ube2g2,,,,,,,,,,,,,,,,
,,,,Tcam1,,,,,,,,,,,,,,,,
,,,,Hdc,,,,,,,,,,,,,,,,
,,,,Gm9755,,,,,,,,,,,,,,,,
,,,,Pds5b,,,,,,,,,,,,,,,,
,,,,Rmi1,,,,,,,,,,,,,,,,
,,,,Gm7964,,,,,,,,,,,,,,,,
,,,,Nhp2,,,,,,,,,,,,,,,,
,,,,Nbas,,,,,,,,,,,,,,,,
,,,,Soat1,,,,,,,,,,,,,,,,
,,,,Thumpd3,,,,,,,,,,,,,,,,
,,,,Zik1,,,,,,,,,,,,,,,,
,,,,F13a1,,,,,,,,,,,,,,,,
,,,,Pbrm1,,,,,,,,,,,,,,,,
,,,,Ifit2,,,,,,,,,,,,,,,,
,,,,Yipf6,,,,,,,,,,,,,,,,
,,,,Gmfb,,,,,,,,,,,,,,,,
,,,,C330007P06Rik,,,,,,,,,,,,,,,,
,,,,Anapc1,,,,,,,,,,,,,,,,
,,,,Atp6v1e1,,,,,,,,,,,,,,,,
,,,,Auh,,,,,,,,,,,,,,,,
,,,,Gyk,,,,,,,,,,,,,,,,
,,,,Dctpp1,,,,,,,,,,,,,,,,
,,,,9430015G10Rik,,,,,,,,,,,,,,,,
,,,,Mob2,,,,,,,,,,,,,,,,
,,,,Tmc6,,,,,,,,,,,,,,,,
,,,,Rapgef6,,,,,,,,,,,,,,,,
,,,,Gtpbp1,,,,,,,,,,,,,,,,
,,,,Dock8,,,,,,,,,,,,,,,,
,,,,Rrp1b,,,,,,,,,,,,,,,,
,,,,Gm12250,,,,,,,,,,,,,,,,
,,,,Rnmt,,,,,,,,,,,,,,,,
,,,,Sfxn1,,,,,,,,,,,,,,,,
,,,,Crcp,,,,,,,,,,,,,,,,
,,,,Copg2,,,,,,,,,,,,,,,,
,,,,Anxa2,,,,,,,,,,,,,,,,
,,,,Uqcrq,,,,,,,,,,,,,,,,
,,,,Sec22c,,,,,,,,,,,,,,,,
,,,,Ruvbl2,,,,,,,,,,,,,,,,
,,,,Stoml2,,,,,,,,,,,,,,,,
,,,,Golga3,,,,,,,,,,,,,,,,
,,,,Cox4nb,,,,,,,,,,,,,,,,
,,,,Gclc,,,,,,,,,,,,,,,,
,,,,Gng12,,,,,,,,,,,,,,,,
,,,,Dld,,,,,,,,,,,,,,,,
,,,,Rad21,,,,,,,,,,,,,,,,
,,,,Cdc5l,,,,,,,,,,,,,,,,
,,,,Dcp2,,,,,,,,,,,,,,,,
,,,,Tor1aip1,,,,,,,,,,,,,,,,
,,,,Fh1,,,,,,,,,,,,,,,,
,,,,Tstd2,,,,,,,,,,,,,,,,
,,,,Phospho2,,,,,,,,,,,,,,,,
,,,,Dnajb4,,,,,,,,,,,,,,,,
,,,,Pold1,,,,,,,,,,,,,,,,
,,,,C2cd3,,,,,,,,,,,,,,,,
,,,,Gm10093,,,,,,,,,,,,,,,,
,,,,Scyl2,,,,,,,,,,,,,,,,
,,,,Ndufa9,,,,,,,,,,,,,,,,
,,,,Pgd,,,,,,,,,,,,,,,,
,,,,Stag1,,,,,,,,,,,,,,,,
,,,,Trim56,,,,,,,,,,,,,,,,
,,,,Gm11223,,,,,,,,,,,,,,,,
,,,,Setdb2,,,,,,,,,,,,,,,,
,,,,Pabpc1,,,,,,,,,,,,,,,,
,,,,Gm10052,,,,,,,,,,,,,,,,
,,,,Mmp8,,,,,,,,,,,,,,,,
,,,,Calcoco1,,,,,,,,,,,,,,,,
,,,,Vti1a,,,,,,,,,,,,,,,,
,,,,Mrpl51,,,,,,,,,,,,,,,,
,,,,Cttn,,,,,,,,,,,,,,,,
,,,,St3gal4,,,,,,,,,,,,,,,,
,,,,Wbp2,,,,,,,,,,,,,,,,
,,,,Adam17,,,,,,,,,,,,,,,,
,,,,Sec23ip,,,,,,,,,,,,,,,,
,,,,Gp49a,,,,,,,,,,,,,,,,
,,,,Mmp9,,,,,,,,,,,,,,,,
,,,,Psmc1,,,,,,,,,,,,,,,,
,,,,Mlst8,,,,,,,,,,,,,,,,
,,,,Lipa,,,,,,,,,,,,,,,,
,,,,Arcn1,,,,,,,,,,,,,,,,
,,,,Mtrr,,,,,,,,,,,,,,,,
,,,,Bbs12,,,,,,,,,,,,,,,,
,,,,Cd300lb,,,,,,,,,,,,,,,,
,,,,Gm17510,,,,,,,,,,,,,,,,
,,,,Dgcr8,,,,,,,,,,,,,,,,
,,,,Smc3,,,,,,,,,,,,,,,,
,,,,2610029G23Rik,,,,,,,,,,,,,,,,
,,,,Flna,,,,,,,,,,,,,,,,
,,,,Mcph1,,,,,,,,,,,,,,,,
,,,,Snx12,,,,,,,,,,,,,,,,
,,,,Timm17a,,,,,,,,,,,,,,,,
,,,,Zfp35,,,,,,,,,,,,,,,,
,,,,Gm8806,,,,,,,,,,,,,,,,
,,,,Trip12,,,,,,,,,,,,,,,,
,,,,Psmd10,,,,,,,,,,,,,,,,
,,,,Eif3l,,,,,,,,,,,,,,,,
,,,,Btaf1,,,,,,,,,,,,,,,,
,,,,Cirh1a,,,,,,,,,,,,,,,,
,,,,Anubl1,,,,,,,,,,,,,,,,
,,,,Gm8394,,,,,,,,,,,,,,,,
,,,,Dstn,,,,,,,,,,,,,,,,
,,,,Psen1,,,,,,,,,,,,,,,,
,,,,Ccdc88c,,,,,,,,,,,,,,,,
,,,,Ubxn2b,,,,,,,,,,,,,,,,
,,,,Gripap1,,,,,,,,,,,,,,,,
,,,,D19Bwg1357e,,,,,,,,,,,,,,,,
,,,,Wapal,,,,,,,,,,,,,,,,
,,,,Nxt2,,,,,,,,,,,,,,,,
,,,,Asna1,,,,,,,,,,,,,,,,
,,,,Lilrb4,,,,,,,,,,,,,,,,
,,,,Nup98,,,,,,,,,,,,,,,,
,,,,Gm14277,,,,,,,,,,,,,,,,
,,,,Dcaf13,,,,,,,,,,,,,,,,
,,,,Samm50,,,,,,,,,,,,,,,,
,,,,Atp5o,,,,,,,,,,,,,,,,
,,,,Actr1a,,,,,,,,,,,,,,,,
,,,,Plin2,,,,,,,,,,,,,,,,
,,,,Gm5913,,,,,,,,,,,,,,,,
,,,,Ell2,,,,,,,,,,,,,,,,
,,,,Nol11,,,,,,,,,,,,,,,,
,,,,Vrk1,,,,,,,,,,,,,,,,
,,,,Uck2,,,,,,,,,,,,,,,,
,,,,Cap1,,,,,,,,,,,,,,,,
,,,,Ctdspl2,,,,,,,,,,,,,,,,
,,,,Fut7,,,,,,,,,,,,,,,,
,,,,Fgfr1op2,,,,,,,,,,,,,,,,
,,,,Gm8566,,,,,,,,,,,,,,,,
,,,,M6pr-ps,,,,,,,,,,,,,,,,
,,,,Cybb,,,,,,,,,,,,,,,,
,,,,4632428N05Rik,,,,,,,,,,,,,,,,
,,,,Gltpd1,,,,,,,,,,,,,,,,
,,,,Gars,,,,,,,,,,,,,,,,
,,,,Magt1,,,,,,,,,,,,,,,,
,,,,Utp6,,,,,,,,,,,,,,,,
,,,,Fcgr3,,,,,,,,,,,,,,,,
,,,,Pcnt,,,,,,,,,,,,,,,,
,,,,Pdcd10,,,,,,,,,,,,,,,,
,,,,Phka2,,,,,,,,,,,,,,,,
,,,,Ankrd49,,,,,,,,,,,,,,,,
,,,,Dazap2,,,,,,,,,,,,,,,,
,,,,Brd8,,,,,,,,,,,,,,,,
,,,,Mrpl32,,,,,,,,,,,,,,,,
,,,,Mrps18c,,,,,,,,,,,,,,,,
,,,,Vdac1,,,,,,,,,,,,,,,,
,,,,Nup153,,,,,,,,,,,,,,,,
,,,,Casp7,,,,,,,,,,,,,,,,
,,,,Sgk3,,,,,,,,,,,,,,,,
,,,,Wdr75,,,,,,,,,,,,,,,,
,,,,Ddx31,,,,,,,,,,,,,,,,
,,,,Psmg3,,,,,,,,,,,,,,,,
,,,,2310044G17Rik,,,,,,,,,,,,,,,,
,,,,Mmp25,,,,,,,,,,,,,,,,
,,,,Gtf2a2,,,,,,,,,,,,,,,,
,,,,Tmem188,,,,,,,,,,,,,,,,
,,,,Zfp597,,,,,,,,,,,,,,,,
,,,,Sin3a,,,,,,,,,,,,,,,,
,,,,Prmt1,,,,,,,,,,,,,,,,
,,,,Fam98a,,,,,,,,,,,,,,,,
,,,,Sfmbt1,,,,,,,,,,,,,,,,
,,,,Ccdc109a,,,,,,,,,,,,,,,,
,,,,Ttll5,,,,,,,,,,,,,,,,
,,,,Pold2,,,,,,,,,,,,,,,,
,,,,Usp1,,,,,,,,,,,,,,,,
,,,,Snrpa1,,,,,,,,,,,,,,,,
,,,,Clca1,,,,,,,,,,,,,,,,
,,,,Rnf168,,,,,,,,,,,,,,,,
,,,,Imp4,,,,,,,,,,,,,,,,
,,,,Yme1l1,,,,,,,,,,,,,,,,
,,,,Adal,,,,,,,,,,,,,,,,
,,,,Cd9,,,,,,,,,,,,,,,,
,,,,Armc8,,,,,,,,,,,,,,,,
,,,,2210018M11Rik,,,,,,,,,,,,,,,,
,,,,Tmem41b,,,,,,,,,,,,,,,,
,,,,Gpd1l,,,,,,,,,,,,,,,,
,,,,Polr2a,,,,,,,,,,,,,,,,
,,,,Adssl1,,,,,,,,,,,,,,,,
,,,,2700060E02Rik,,,,,,,,,,,,,,,,
,,,,Ssr3,,,,,,,,,,,,,,,,
,,,,Mmachc,,,,,,,,,,,,,,,,
,,,,Seh1l,,,,,,,,,,,,,,,,
,,,,Gm8722,,,,,,,,,,,,,,,,
,,,,Ergic1,,,,,,,,,,,,,,,,
,,,,Ccdc124,,,,,,,,,,,,,,,,
,,,,Oxnad1,,,,,,,,,,,,,,,,
,,,,Smcr7l,,,,,,,,,,,,,,,,
,,,,Psmg2,,,,,,,,,,,,,,,,
